"","X","network_number","dataset_id","type","nnodes","nedges","connectance","linkage_density","network_description","doi","year","first_author","paper_url","ecosystem","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","ID","solar_radiation","ID.1","human_footprint","network_number_list","distance","sq_wasserstein_in_out_location_PERC","sq_wasserstein_in_out_size_PERC","sq_wasserstein_in_out_shape_PERC"
"45",45,"Network #1563","Dataset #153","antagonistic",39,248,0.163050624589086,6.35897435897436,"Food web structure in term of diet composition of Braco Morto Abaixo (MAB model), Pantanal Plain, Paraguay River basin, Brazil","10.1016/j.ecolmodel.2013.01.001",2013,"angelini","https://www.sciencedirect.com/science/article/pii/S030438001300015X","freshwater",306,247.333333333333,65.6666666666667,3852.66666666667,467.666666666667,93,375.333333333333,338.666666666667,262.666666666667,346.333333333333,255.333333333333,1026.66666666667,1461.66666666667,594,27930.6666666667,1348.66666666667,686.666666666667,1237.66666666667,731.666666666667,230,15712,230,13.5116701126099,"Network #1563",0.00389712207619448,21.998364154928,4.33772487945301,73.663910965619
"46",46,"Network #81","Dataset #17","antagonistic",12,20,0.138888888888889,1.66666666666667,"Food web of High Arctic Ice Edges","10.14430/arctic2303",1982,"m. bradstreet","https://doi.org/10.14430%2Farctic2303","coastal",-97.6666666666667,169,33.3333333333333,11207.3333333333,162.333333333333,-346.333333333333,508.666666666667,50.3333333333333,-220.666666666667,50.3333333333333,-222,235.666666666667,577.666666666667,74.3333333333333,17053.6666666667,487,86.6666666666667,487,87.3333333333333,231,9238,231,3.2789454460144,"Network #81",0.117477366535936,69.4879834885074,0.0141636130420279,30.4978528984505
"47",47,"Network #1242","Dataset #15","antagonistic",49,255,0.106205747605165,5.20408163265306,"Food web of pelagic communities of small lakes and ponds of the Horseshoe Lake.","10.1126/science.257.5073.1107",1992,"karl havens","https://doi.org/10.1126%2Fscience.257.5073.1107","freshwater",55.6666666666667,277.666666666667,46.3333333333333,11628,291.666666666667,-307,599,176,-100,178.333333333333,-102,706,1248,236.333333333333,35039.3333333333,1157,294.666666666667,1152.66666666667,299.333333333333,232,12309.9166666667,232,5.64079332351685,"Network #1242",2.20969806271556e-17,0,0,100
"48",48,"Network #1092","Dataset #48","antagonistic",27,56,0.0768175582990398,2.07407407407407,"Food web of the Lerderderg River site A","10.2307/2937053",1994,"g. p. closs","https://doi.org/10.2307%2F2937053","freshwater",168.333333333333,236.666666666667,58.3333333333333,5756,414,8.33333333333333,406,229,104.333333333333,236.666666666667,97,722,999.666666666667,531.666666666667,14803,904,564.666666666667,881.666666666667,573,233,15431.25,233,13.3617486953735,"Network #1092",0.128008839440684,47.6691787366224,7.19196971977218,45.1388515436055
"49",49,"Network #1093","Dataset #48","antagonistic",25,52,0.0832,2.08,"Food web of the Lerderderg River site B","10.2307/2937053",1994,"g. p. closs","https://doi.org/10.2307%2F2937053","freshwater",168.333333333333,236.666666666667,58.3333333333333,5756,414,8.33333333333333,406,229,104.333333333333,236.666666666667,97,722,999.666666666667,531.666666666667,14803,904,564.666666666667,881.666666666667,573,234,15431.25,234,13.3617486953735,"Network #1093",0.107411118576135,51.2688492350174,6.60098105411628,42.1301697108663
"50",50,"Network #1094","Dataset #48","antagonistic",28,61,0.0778061224489796,2.17857142857143,"Food web of the Lerderderg River site C","10.2307/2937053",1994,"g. p. closs","https://doi.org/10.2307%2F2937053","freshwater",168.333333333333,236.666666666667,58.3333333333333,5756,414,8.33333333333333,406,229,104.333333333333,236.666666666667,97,722,999.666666666667,531.666666666667,14803,904,564.666666666667,881.666666666667,573,235,15431.25,235,13.3617486953735,"Network #1094",0.136191893670552,52.3864258834415,7.19070581753165,40.4228682990268
"51",51,"Network #1095","Dataset #48","antagonistic",32,73,0.0712890625,2.28125,"Food web of the Lerderderg River site A","10.2307/2937053",1994,"g. p. closs","https://doi.org/10.2307%2F2937053","freshwater",168.333333333333,236.666666666667,58.3333333333333,5756,414,8.33333333333333,406,229,104.333333333333,236.666666666667,97,722,999.666666666667,531.666666666667,14803,904,564.666666666667,881.666666666667,573,236,15431.25,236,13.3617486953735,"Network #1095",0.0706690722872722,25.4969897054206,20.936158761764,53.5668515328153
"52",52,"Network #1096","Dataset #48","antagonistic",31,71,0.0738813735691988,2.29032258064516,"Food web of the  Lerderderg River site B","10.2307/2937053",1994,"g. p. closs","https://doi.org/10.2307%2F2937053","freshwater",168.333333333333,236.666666666667,58.3333333333333,5756,414,8.33333333333333,406,229,104.333333333333,236.666666666667,97,722,999.666666666667,531.666666666667,14803,904,564.666666666667,881.666666666667,573,237,15431.25,237,13.3617486953735,"Network #1096",0.0776465536761275,26.1294826876573,20.0725694869574,53.7979478253854
"53",53,"Network #1224","Dataset #15","antagonistic",41,153,0.091017251635931,3.73170731707317,"Food web of pelagic communities of small lakes and ponds of the Buck Pond.","10.1126/science.257.5073.1107",1992,"karl havens","https://doi.org/10.1126%2Fscience.257.5073.1107","freshwater",60.3333333333333,273.333333333333,46,11474.3333333333,295.333333333333,-299,594,180.333333333333,-93.3333333333333,181.666666666667,-95,709.666666666667,1239.66666666667,241,34540.6666666667,1152.33333333333,301.666666666667,1148.33333333333,307,238,12327.0833333333,238,1,"Network #1224",5.04443832718401e-17,0,0,100
"54",54,"Network #1097","Dataset #48","antagonistic",27,62,0.0850480109739369,2.2962962962963,"Food web of the Lerderderg River site C","10.2307/2937053",1994,"g. p. closs","https://doi.org/10.2307%2F2937053","freshwater",168.333333333333,236.666666666667,58.3333333333333,5756,414,8.33333333333333,406,229,104.333333333333,236.666666666667,97,722,999.666666666667,531.666666666667,14803,904,564.666666666667,881.666666666667,573,239,15431.25,239,13.3617486953735,"Network #1097",0.0813888821945776,22.3422577821613,21.4045607100754,56.2531815077633
"55",55,"Network #1470","Dataset #98","antagonistic",24,91,0.157986111111111,3.79166666666667,"Food web structure of an iron-rich stream (Broadstone stream), England","10.1111/j.1365-2311.1985.tb00738.x",1985,"hildrew","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2311.1985.tb00738.x","freshwater",120.666666666667,185.666666666667,53,5913.33333333333,318.333333333333,-36.3333333333333,354.666666666667,193.333333333333,59.3333333333333,195.666666666667,52,696,973.333333333333,475.333333333333,16816.3333333333,911,511,903.666666666667,521.333333333333,240,9957.33333333333,240,31.7504062652588,"Network #1470",0.0217375808537176,1.41758548559583e-29,8.64141496005677,91.3585850399432
"56",56,"Network #1572","Dataset #157","antagonistic",69,188,0.0394875026254988,2.72463768115942,"Food web structure of the Akatore A Creek (1 year post harvest) , New Zealand","10.1080/00288330.2004.9517265",2004,"thompson","https://www.tandfonline.com/doi/abs/10.1080/00288330.2004.9517265","freshwater",136.666666666667,172,58.3333333333333,4099,312,18,294,182.333333333333,87.6666666666667,186.333333333333,86.6666666666667,698,924,522,13435,869.333333333333,548.333333333333,853.666666666667,552.333333333333,241,13067.6666666667,241,15.5767097473145,"Network #1572",0.0132125037271118,43.5827715598126,11.1781676313159,45.2390608088715
"57",57,"Network #1254","Dataset #15","antagonistic",22,43,0.0888429752066116,1.95454545454545,"Food web of pelagic communities of small lakes and ponds of the Rock Lake.","10.1126/science.257.5073.1107",1992,"karl havens","https://doi.org/10.1126%2Fscience.257.5073.1107","freshwater",63.3333333333333,273.333333333333,45,11561,298,-304.666666666667,602.666666666667,183.666666666667,-92,185,-94,722.333333333333,1266.66666666667,243,35341,1178.66666666667,307.333333333333,1175.33333333333,313.333333333333,243,12342.5833333333,243,1,"Network #1254",2.59052039079203e-17,0,0,100
"58",58,"Network #1255","Dataset #15","antagonistic",24,61,0.105902777777778,2.54166666666667,"Food web of pelagic communities of small lakes and ponds of the Russian Lake.","10.1126/science.257.5073.1107",1992,"karl havens","https://doi.org/10.1126%2Fscience.257.5073.1107","freshwater",53.6666666666667,280.666666666667,45.3333333333333,11840.3333333333,291.666666666667,-325.666666666667,617.333333333333,175.666666666667,-105.333333333333,176.666666666667,-108.333333333333,709.333333333333,1235.66666666667,237.333333333333,34547.6666666667,1151.33333333333,298.666666666667,1148.33333333333,304.333333333333,244,12332.5,244,1,"Network #1255",2.39998425998295e-17,0,0,100
"59",59,"Network #1233","Dataset #15","antagonistic",32,122,0.119140625,3.8125,"Food web of pelagic communities of small lakes and ponds of the Fawn Lake.","10.1126/science.257.5073.1107",1992,"karl havens","https://doi.org/10.1126%2Fscience.257.5073.1107","freshwater",52,281,45.3333333333333,11868.6666666667,289.333333333333,-327.666666666667,617.333333333333,173.333333333333,-108,174.666666666667,-111,710.666666666667,1238,237,34689,1153.33333333333,297,1150.33333333333,303,248,12348.8333333333,248,1.05076634883881,"Network #1233",2.41502419913904e-17,0,0,100
"60",60,"Network #1100","Dataset #48","antagonistic",51,143,0.0549788542868128,2.80392156862745,"Food web of the Lerderderg River site C","10.2307/2937053",1994,"g. p. closs","https://doi.org/10.2307%2F2937053","freshwater",168.333333333333,236.666666666667,58.3333333333333,5756,414,8.33333333333333,406,229,104.333333333333,236.666666666667,97,722,999.666666666667,531.666666666667,14803,904,564.666666666667,881.666666666667,573,249,15431.25,249,13.3617486953735,"Network #1100",0.0242516439469201,7.51143370340039,31.122398743713,61.3661675528866
"61",61,"Network #1089","Dataset #48","antagonistic",21,50,0.113378684807256,2.38095238095238,"Food web of the Lerderderg River site A","10.2307/2937053",1994,"g. p. closs","https://doi.org/10.2307%2F2937053","freshwater",168.333333333333,236.666666666667,58.3333333333333,5756,414,8.33333333333333,406,229,104.333333333333,236.666666666667,97,722,999.666666666667,531.666666666667,14803,904,564.666666666667,881.666666666667,573,250,15431.25,250,13.3617486953735,"Network #1089",0.0837418023426502,59.3410901289647,3.66098149298469,36.9979283780506
"62",62,"Network #1090","Dataset #48","antagonistic",21,50,0.113378684807256,2.38095238095238,"Food web of the Lerderderg River site B","10.2307/2937053",1994,"g. p. closs","https://doi.org/10.2307%2F2937053","freshwater",168.333333333333,236.666666666667,58.3333333333333,5756,414,8.33333333333333,406,229,104.333333333333,236.666666666667,97,722,999.666666666667,531.666666666667,14803,904,564.666666666667,881.666666666667,573,251,15431.25,251,13.3617486953735,"Network #1090",0.0768836564222311,64.6344108959452,2.01661156237319,33.3489775416816
"63",63,"Network #1102","Dataset #58","antagonistic",23,141,0.266540642722117,6.1304347826087,"Dietary matrix of  demersal fishes of the south-eastern Australian shelf","10.1071/mf99152",2001,"c. bulman","","coastal",266.666666666667,85,47.3333333333333,2950.66666666667,342,162.333333333333,179.666666666667,297,229,297.666666666667,228,1618.33333333333,2085.33333333333,1163.33333333333,32284,2026.66666666667,1231.66666666667,1992.33333333333,1240.66666666667,252,16709.0833333333,252,NA,"Network #1102",0.01679332008209,4.0922075306353,13.6330544403026,82.2747380290621
"64",64,"Network #1443","Dataset #83","antagonistic",19,22,0.0609418282548476,1.15789473684211,"Food web structure of a mountain stream, Cement Creek, Gunnison County, Colorado, USA","10.2307/1938871",1982,"allan","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.2307/1938871","freshwater",-8,297.333333333333,51,10559.3333333333,255.333333333333,-331.666666666667,587.333333333333,114.666666666667,-131,115.666666666667,-134.333333333333,444.333333333333,791.666666666667,251.333333333333,19028.3333333333,709.666666666667,264.333333333333,703.666666666667,265.333333333333,254,16788.9166666667,254,0,"Network #1443",0.314632248057696,32.1414998623585,24.5258778502184,43.3326222874231
"65",65,"Network #1446","Dataset #85","antagonistic",33,141,0.129476584022039,4.27272727272727,"Food web structure in term of percentage of diet composition between 1988-1992, Itaipu Reservoir, Brazil","10.1590/s1679-62252006000200011",2006,"angelini","http://www.scielo.br/scielo.php?pid=S1679-62252006000200011&script=sci_arttext","freshwater",264.666666666667,227.333333333333,63,4210.66666666667,424.333333333333,64,360.333333333333,302.666666666667,216,310.666666666667,210.666666666667,1273,1803,754,35441,1697.66666666667,837.333333333333,1612.33333333333,877.333333333333,255,16062.4166666667,255,3.48979043960571,"Network #1446",0.104489371783683,57.8287634190023,6.05789666922164,36.1133399117761
"66",66,"Network #1447","Dataset #85","antagonistic",32,139,0.1357421875,4.34375,"Food web structure in term of percentage of diet composition between 1983-1987, Itaipu Reservoir, Brazil","10.1590/s1679-62252006000200011",2006,"angelini","http://www.scielo.br/scielo.php?pid=S1679-62252006000200011&script=sci_arttext","freshwater",264.666666666667,227.333333333333,63,4210.66666666667,424.333333333333,64,360.333333333333,302.666666666667,216,310.666666666667,210.666666666667,1273,1803,754,35441,1697.66666666667,837.333333333333,1612.33333333333,877.333333333333,256,16062.4166666667,256,3.48979043960571,"Network #1447",0.0134289320884045,13.080682880793,3.71883779339434,83.2004793258127
"67",67,"Network #1444","Dataset #84","antagonistic",40,185,0.115625,4.625,"Food web structure in term of diet composition in the Parana River, Brazil","10.1016/j.ecolmodel.2004.06.025",2005,"angelini","https://www.sciencedirect.com/science/article/pii/S0304380004003606","freshwater",275,245.333333333333,63.6666666666667,4221,447.666666666667,63.3333333333333,384.333333333333,309,227,320.666666666667,220.333333333333,1107,1555.66666666667,698,27523.6666666667,1442,781.333333333333,1317.33333333333,831.333333333333,257,15958.75,257,2.65528559684753,"Network #1444",0.0793535405747768,50.8583987036975,4.80408494616927,44.3375163501332
"68",68,"Network #1099","Dataset #48","antagonistic",52,149,0.055103550295858,2.86538461538462,"Food web of the Lerderderg River site B","10.2307/2937053",1994,"g. p. closs","https://doi.org/10.2307%2F2937053","freshwater",168.333333333333,236.666666666667,58.3333333333333,5756,414,8.33333333333333,406,229,104.333333333333,236.666666666667,97,722,999.666666666667,531.666666666667,14803,904,564.666666666667,881.666666666667,573,258,15431.25,258,13.3617486953735,"Network #1099",0.01305501620786,11.2677400988481,31.4095952281037,57.3226646730483
"69",69,"Network #1556","Dataset #148","antagonistic",12,19,0.131944444444444,1.58333333333333,"Food web structure of the oval bud/flower galls of Asphondylia on A. canescens, southern California, USA","10.1111/j.1365-2311.1984.tb00851.x",1984,"hawkins","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2311.1984.tb00851.x","terrestrial",184.666666666667,282,60.3333333333333,6756.33333333333,437,-30.6666666666667,468.333333333333,264.666666666667,119,268.666666666667,106.333333333333,591.333333333333,912.666666666667,409.333333333333,15843.6666666667,809.666666666667,444,782.333333333333,462.333333333333,259,19156.9166666667,259,7.74087476730347,"Network #1556",0.0499746558192676,23.1840123984757,14.3669144661743,62.44907313535
"70",70,"Network #1555","Dataset #148","antagonistic",9,21,0.259259259259259,2.33333333333333,"Food web structure of the nodular stem galls of Asphondylia on A. polycarpa, southern California, USA","10.1111/j.1365-2311.1984.tb00851.x",1984,"hawkins","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2311.1984.tb00851.x","terrestrial",184.666666666667,282,60.3333333333333,6756.33333333333,437,-30.6666666666667,468.333333333333,264.666666666667,119,268.666666666667,106.333333333333,591.333333333333,912.666666666667,409.333333333333,15843.6666666667,809.666666666667,444,782.333333333333,462.333333333333,260,19156.9166666667,260,7.74087476730347,"Network #1555",0.0352733686067039,8.73601822774002e-30,11.1266684647872,88.8733315352128
"71",71,"Network #1234","Dataset #15","antagonistic",22,57,0.117768595041322,2.59090909090909,"Food web of pelagic communities of small lakes and ponds of the Federation Lake.","10.1126/science.257.5073.1107",1992,"karl havens","https://doi.org/10.1126%2Fscience.257.5073.1107","freshwater",55.6666666666667,277.666666666667,46.3333333333333,11628,291.666666666667,-307,599,176,-100,178.333333333333,-102,706,1248,236.333333333333,35039.3333333333,1157,294.666666666667,1152.66666666667,299.333333333333,261,12290.25,261,10.4752759933472,"Network #1234",6.03129422744024e-17,0,0,100
"72",72,"Network #1261","Dataset #15","antagonistic",13,17,0.100591715976331,1.30769230769231,"Food web of pelagic communities of small lakes and ponds of the Twin Lake East.","10.1126/science.257.5073.1107",1992,"karl havens","https://doi.org/10.1126%2Fscience.257.5073.1107","freshwater",55.6666666666667,277.666666666667,46.3333333333333,11628,291.666666666667,-307,599,176,-100,178.333333333333,-102,706,1248,236.333333333333,35039.3333333333,1157,294.666666666667,1152.66666666667,299.333333333333,262,12290.25,262,6.64275455474854,"Network #1261",3.14078308459751e-17,0,0,100
"73",73,"Network #1262","Dataset #15","antagonistic",26,60,0.0887573964497041,2.30769230769231,"Food web of pelagic communities of small lakes and ponds of the Twin Lake West.","10.1126/science.257.5073.1107",1992,"karl havens","https://doi.org/10.1126%2Fscience.257.5073.1107","freshwater",49.3333333333333,276.333333333333,46,11705,285.333333333333,-318,603,170,-108,171,-111.333333333333,708.333333333333,1232.66666666667,236,34663,1148.66666666667,292.666666666667,1145,298,263,12322.4166666667,263,0,"Network #1262",2.84756793070676e-17,0,0,100
"74",74,"Network #1263","Dataset #15","antagonistic",31,83,0.0863683662851197,2.67741935483871,"Food web of pelagic communities of small lakes and ponds of the Twelfth Tee Lake.","10.1126/science.257.5073.1107",1992,"karl havens","https://doi.org/10.1126%2Fscience.257.5073.1107","freshwater",49.3333333333333,276.333333333333,46,11705,285.333333333333,-318,603,170,-108,171,-111.333333333333,708.333333333333,1232.66666666667,236,34663,1148.66666666667,292.666666666667,1145,298,264,12322.4166666667,264,0,"Network #1263",2.39287142534324e-17,0,0,100
"75",75,"Network #1243","Dataset #15","antagonistic",35,102,0.083265306122449,2.91428571428571,"Food web of pelagic communities of small lakes and ponds of the Indian Lake.","10.1126/science.257.5073.1107",1992,"karl havens","https://doi.org/10.1126%2Fscience.257.5073.1107","freshwater",49.3333333333333,276.333333333333,46,11705,285.333333333333,-318,603,170,-108,171,-111.333333333333,708.333333333333,1232.66666666667,236,34663,1148.66666666667,292.666666666667,1145,298,266,12327,266,0,"Network #1243",2.5175708277848e-17,0,0,100
"76",76,"Network #1439","Dataset #82","antagonistic",13,26,0.153846153846154,2,"The biotic interactions within the Lake_Pinol, Los Monegros, Spain","10.1007/978-94-017-2934-5_28",2001,"alcorlo","https://link.springer.com/article/10.1023/A:1014594408119","freshwater",170.333333333333,252.666666666667,54,7362.66666666667,431,-39.3333333333333,471,260.333333333333,92,264,83.3333333333333,689.666666666667,996,442,19383.6666666667,935.333333333333,479,923,487,267,15595.5,267,2,"Network #1439",0.0804305752642078,49.7323311049353,5.85160528948468,44.4160636055801
"77",77,"Network #1440","Dataset #82","antagonistic",15,38,0.168888888888889,2.53333333333333,"The biotic interactions within the Lake_La_Muerte, Los Monegros, Spain","10.1007/978-94-017-2934-5_28",2001,"alcorlo","https://link.springer.com/article/10.1023/A:1014594408119","freshwater",170.333333333333,252.666666666667,54,7362.66666666667,431,-39.3333333333333,471,260.333333333333,92,264,83.3333333333333,689.666666666667,996,442,19383.6666666667,935.333333333333,479,923,487,268,15595.5,268,2,"Network #1440",0.0196596489982556,7.83986243967275,1.49225715631173,90.6678804040155
"78",78,"Network #1441","Dataset #82","antagonistic",7,12,0.244897959183673,1.71428571428571,"The biotic interactions within the Lake_Pinol, Los Monegros, Spain","10.1007/978-94-017-2934-5_28",2001,"alcorlo","https://link.springer.com/article/10.1023/A:1014594408119","freshwater",170.333333333333,252.666666666667,54,7362.66666666667,431,-39.3333333333333,471,260.333333333333,92,264,83.3333333333333,689.666666666667,996,442,19383.6666666667,935.333333333333,479,923,487,269,15595.5,269,2,"Network #1441",0.0102040816326518,0,11.9472430405581,88.0527569594419
"79",79,"Network #1442","Dataset #82","antagonistic",8,14,0.21875,1.75,"The biotic interactions within the Lake_La_Muerte, Los Monegros, Spain","10.1007/978-94-017-2934-5_28",2001,"alcorlo","https://link.springer.com/article/10.1023/A:1014594408119","freshwater",170.333333333333,252.666666666667,54,7362.66666666667,431,-39.3333333333333,471,260.333333333333,92,264,83.3333333333333,689.666666666667,996,442,19383.6666666667,935.333333333333,479,923,487,270,15595.5,270,2,"Network #1442",0.0234375000000004,0,19.0130221548917,80.9869778451083
"80",80,"Network #1065","Dataset #74","antagonistic",33,182,0.16712580348944,5.51515151515152,"Food web of the bare sediment ecosystem of the Mondego bay estuary","10.1016/j.ecolmodel.2010.12.010",2011,"alexandra baeta","https://doi.org/10.1016%2Fj.ecolmodel.2010.12.010","coastal",176,85.6666666666667,41.6666666666667,3378,285.333333333333,85,200.333333333333,211.666666666667,141,216.666666666667,136.666666666667,912,1158.33333333333,702.333333333333,15037.6666666667,1101,742.333333333333,1078.66666666667,757,271,15706.5833333333,271,41.052864074707,"Network #1065",0.0229180508586746,56.2633988429168,0.240498756863776,43.4961024002195
"81",81,"Network #1069","Dataset #74","antagonistic",22,83,0.171487603305785,3.77272727272727,"Food web of the Zoostera ecosystem of the Mondego bay estuary","10.1016/j.ecolmodel.2010.12.010",2011,"alexandra baeta","https://doi.org/10.1016%2Fj.ecolmodel.2010.12.010","coastal",176,85.6666666666667,41.6666666666667,3378,285.333333333333,85,200.333333333333,211.666666666667,141,216.666666666667,136.666666666667,912,1158.33333333333,702.333333333333,15037.6666666667,1101,742.333333333333,1078.66666666667,757,272,15706.5833333333,272,41.052864074707,"Network #1069",0.0469095835384595,2.34178314042908,38.9158175779607,58.7423992816102
"82",82,"Network #1067","Dataset #74","antagonistic",27,132,0.181069958847737,4.88888888888889,"Food web of the Zoostera ecosystem of the Mondego bay estuary","10.1016/j.ecolmodel.2010.12.010",2011,"alexandra baeta","https://doi.org/10.1016%2Fj.ecolmodel.2010.12.010","coastal",176,85.6666666666667,41.6666666666667,3378,285.333333333333,85,200.333333333333,211.666666666667,141,216.666666666667,136.666666666667,912,1158.33333333333,702.333333333333,15037.6666666667,1101,742.333333333333,1078.66666666667,757,273,15706.5833333333,273,41.052864074707,"Network #1067",0.0337606013657656,0.481252053056617,46.0005171577337,53.5182307892097
"83",83,"Network #1098","Dataset #48","antagonistic",49,139,0.0578925447730112,2.83673469387755,"Food web of the Lerderderg River site A","10.2307/2937053",1994,"g. p. closs","https://doi.org/10.2307%2F2937053","freshwater",168.333333333333,236.666666666667,58.3333333333333,5756,414,8.33333333333333,406,229,104.333333333333,236.666666666667,97,722,999.666666666667,531.666666666667,14803,904,564.666666666667,881.666666666667,573,274,15431.25,274,13.3617486953735,"Network #1098",0.0277554222198856,9.23617110297057,30.5295348571427,60.2342940398867
"84",84,"Network #1579","Dataset #157","antagonistic",59,151,0.0433783395575984,2.5593220338983,"Food web structure of the Akatore B Creek (2 years post harvest) , New Zealand","10.1080/00288330.2004.9517265",2004,"thompson","https://www.tandfonline.com/doi/abs/10.1080/00288330.2004.9517265","freshwater",136.666666666667,172,58.3333333333333,4099,312,18,294,182.333333333333,87.6666666666667,186.333333333333,86.6666666666667,698,924,522,13435,869.333333333333,548.333333333333,853.666666666667,552.333333333333,275,13067.6666666667,275,15.5767097473145,"Network #1579",0.0128499088754929,49.9113773180916,4.50785003693871,45.5807726449697
"85",85,"Network #1581","Dataset #158","antagonistic",45,192,0.0948148148148148,4.26666666666667,"Food web structure of the macroinvertebrate riffle community of Duffin Creek (general), Ontario, Canada","10.2307/2963482",1996,"tavares-cromar","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.2307/2963482","freshwater",87.6666666666667,250.333333333333,44,11385.6666666667,339,-231.666666666667,570.666666666667,213.666666666667,-64,215,-65,746,1281.66666666667,240,36326.6666666667,1208,301,1196.66666666667,305.666666666667,276,12744.9166666667,276,24.438045501709,"Network #1581",0.250616222539994,58.9368017642105,17.7162078976858,23.3469903381037
"86",86,"Network #1582","Dataset #158","antagonistic",39,146,0.0959894806048652,3.74358974358974,"Food web structure of the macroinvertebrate riffle community of Duffin Creek (October 1985), Ontario, Canada","10.2307/2963482",1996,"tavares-cromar","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.2307/2963482","freshwater",87.6666666666667,250.333333333333,44,11385.6666666667,339,-231.666666666667,570.666666666667,213.666666666667,-64,215,-65,746,1281.66666666667,240,36326.6666666667,1208,301,1196.66666666667,305.666666666667,277,12744.9166666667,277,24.438045501709,"Network #1582",0.240982850084077,58.0583997643965,15.8935289010116,26.0480713345918
"87",87,"Network #1583","Dataset #158","antagonistic",35,110,0.0897959183673469,3.14285714285714,"Food web structure of the macroinvertebrate riffle community of Duffin Creek (December 1985), Ontario, Canada","10.2307/2963482",1996,"tavares-cromar","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.2307/2963482","freshwater",87.6666666666667,250.333333333333,44,11385.6666666667,339,-231.666666666667,570.666666666667,213.666666666667,-64,215,-65,746,1281.66666666667,240,36326.6666666667,1208,301,1196.66666666667,305.666666666667,278,12744.9166666667,278,24.438045501709,"Network #1583",0.272430617435687,70.547297898836,7.6769584749816,21.7757436261823
"88",88,"Network #1586","Dataset #158","antagonistic",37,120,0.0876552227903579,3.24324324324324,"Food web structure of the macroinvertebrate riffle community of Duffin Creek (June 1986), Ontario, Canada","10.2307/2963482",1996,"tavares-cromar","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.2307/2963482","freshwater",87.6666666666667,250.333333333333,44,11385.6666666667,339,-231.666666666667,570.666666666667,213.666666666667,-64,215,-65,746,1281.66666666667,240,36326.6666666667,1208,301,1196.66666666667,305.666666666667,279,12744.9166666667,279,24.438045501709,"Network #1586",0.175387717107652,60.2803351269406,12.5643280073883,27.1553368656711
"89",89,"Network #1250","Dataset #15","antagonistic",33,138,0.126721763085399,4.18181818181818,"Food web of pelagic communities of small lakes and ponds of the OswegoLake.","10.1126/science.257.5073.1107",1992,"karl havens","https://doi.org/10.1126%2Fscience.257.5073.1107","freshwater",53.6666666666667,280.666666666667,45.3333333333333,11840.3333333333,291.666666666667,-325.666666666667,617.333333333333,175.666666666667,-105.333333333333,176.666666666667,-108.333333333333,709.333333333333,1235.66666666667,237.333333333333,34547.6666666667,1151.33333333333,298.666666666667,1148.33333333333,304.333333333333,281,12320.75,281,1,"Network #1250",2.33540381597026e-17,0,0,100
"90",90,"Network #1246","Dataset #15","antagonistic",31,148,0.154006243496358,4.7741935483871,"Food web of pelagic communities of small lakes and ponds of the Lost Lake.","10.1126/science.257.5073.1107",1992,"karl havens","https://doi.org/10.1126%2Fscience.257.5073.1107","freshwater",60.6666666666667,271.333333333333,46.3333333333333,11439.3333333333,294,-292.333333333333,586,180.666666666667,-92.3333333333333,182.333333333333,-94,712,1266.66666666667,235.666666666667,35720.3333333333,1175,294.666666666667,1171,299,282,12304.0833333333,282,3.50310301780701,"Network #1246",2.76645382869641e-17,0,0,100
"91",91,"Network #1473","Dataset #101","antagonistic",16,50,0.1953125,3.125,"Biotic interactions and diet composition based on an Ecopath model in Lake Qiandaohu, Chun’an County, Zhejiang Province, China","10.1016/j.ecolmodel.2006.11.028",2007,"liu","https://www.sciencedirect.com/science/article/pii/S030438000600603X","freshwater",167.666666666667,191,49,7468.33333333333,327,-64,391,256.333333333333,75,256.333333333333,74.3333333333333,1168,1999,493,51920.3333333333,1858,572.333333333333,1857,579,283,14739.8333333333,283,6.38990068435669,"Network #1473",0.0200143738991681,10.4959288510732,8.64213554747747,80.8619356014493
"92",92,"Network #2463","Dataset #156","antagonistic",50,269,0.1076,5.38,"Food web structure of a pelagic community within Tuesday Lake (1984), Michigan, USA","10.1073/pnas.232715699",2003,"cohen","https://www.pnas.org/content/100/4/1781.short","freshwater",58.6666666666667,258.333333333333,43,12425.3333333333,318.333333333333,-284.333333333333,602.666666666667,192,-109,192.666666666667,-109.666666666667,689.666666666667,1300.33333333333,200.333333333333,39969.6666666667,1210.66666666667,227.333333333333,1204.33333333333,230,284,12165.4166666667,284,1,"Network #2463",0.0385862254942331,34.7460837237638,27.3156943429263,37.9382219333098
